transaction_id,order_id,transaction_date,store_id,product_id,quantity,unit_price,discount_rate,unit_cost
TXN029440,ORD014793,2025-01-06,S014,P014,4,88.07,0.0445,49.47
TXN062468,ORD034781,2025-01-06,S024,P017,2,48.16,0.0504,23.68
TXN074381,ORD040467,2025-01-06,S001,P025,1,302.49,0.0343,202.88
TXN061125,ORD061490,2025-01-06,S015,P004,2,245.27,0.0361,154.56
TXN060254,ORD014793,2025-01-06,S014,P017,3,48.27,0.0486,24.93
TXN051422,ORD024645,2025-01-06,S004,P017,2,47.0,0.0351,23.97
TXN047124,ORD003337,2025-01-06,S001,P026,1,174.05,0.0271,118.35
TXN043628,ORD015906,2025-01-06,S024,P023,6,164.29,0.0613,107.94
TXN020372,ORD048266,2025-01-06,S017,P030,2,161.05,0.0245,102.01
TXN060168,ORD000291,2025-01-06,S008,P005,2,90.76,0.0502,60.62
TXN046280,ORD062254,2025-01-06,S008,P009,1,171.69,0.0389,119.86
TXN071084,ORD051304,2025-01-06,S001,P017,4,47.44,0.0327,23.84
TXN032990,ORD030139,2025-01-06,S022,P015,3,60.72,0.0668,29.78
TXN018488,ORD054756,2025-01-06,S001,P013,1,127.14,0.0145,66.2
TXN027487,ORD003337,2025-01-06,S001,P024,1,98.83,0.0324,69.84
TXN088436,ORD057699,2025-01-06,S005,P011,3,232.7,0.0114,154.81
TXN004694,ORD010346,2025-01-06,S017,P016,1,146.76,0.0553,66.7
TXN025717,ORD005643,2025-01-06,S007,P025,1,297.39,0.0334,204.92
TXN051063,ORD043713,2025-01-06,S005,P017,1,47.52,0.0382,23.89
TXN012551,ORD024011,2025-01-06,S005,P011,1,230.54,0.0373,157.12
TXN012575,ORD022282,2025-01-06,S021,P004,2,250.52,0.0218,152.98
TXN094468,ORD000276,2025-01-06,S005,P024,3,98.75,0.0388,68.46
TXN071573,ORD040713,2025-01-06,S005,P029,2,258.65,0.0206,159.4
TXN082060,ORD051064,2025-01-06,S002,P004,3,247.2,0.0589,150.99
TXN050972,ORD036948,2025-01-06,S005,P018,3,56.8,0.0374,30.06
TXN052023,ORD051176,2025-01-06,S004,P004,1,243.85,0.0411,160.56
TXN012625,ORD036948,2025-01-06,S005,P030,2,159.59,0.0618,105.75
TXN085442,ORD042472,2025-01-06,S020,P023,2,164.58,0.0202,108.45
TXN041226,ORD022282,2025-01-06,S021,P001,6,238.41,0.0154,156.46
TXN052612,ORD045604,2025-01-06,S025,P005,1,90.94,0.0326,60.07
TXN015696,ORD014793,2025-01-06,S014,P026,2,174.15,0.0412,119.33
TXN063633,ORD045210,2025-01-06,S014,P030,3,158.98,0.0237,102.36
TXN036993,ORD063645,2025-01-06,S001,P026,3,173.14,0.035,117.39
TXN017569,ORD050667,2025-01-06,S011,P027,2,357.81,0.0239,218.64
TXN074763,ORD040713,2025-01-06,S005,P019,1,32.17,0.0078,16.0
TXN072557,ORD034312,2025-01-06,S016,P028,2,338.32,0.0207,200.39
TXN052005,ORD064530,2025-01-06,S005,P009,4,179.33,0.022,123.18
TXN033089,ORD003524,2025-01-07,S009,P017,3,47.03,0.0267,23.22
TXN014558,ORD039438,2025-01-07,S002,P030,2,160.36,0.0312,103.03
TXN000795,ORD033166,2025-01-07,S011,P011,1,223.61,0.0367,154.97
TXN053552,ORD032261,2025-01-07,S015,P005,3,92.27,0.0428,59.65
TXN002640,ORD031752,2025-01-07,S016,P028,4,343.88,0.0539,206.44
TXN027677,ORD063069,2025-01-07,S011,P015,4,62.36,0.0236,31.29
TXN071819,ORD017617,2025-01-07,S016,P003,4,94.96,0.0464,55.37
TXN046830,ORD006572,2025-01-07,S021,P017,1,48.31,0.0335,23.97
TXN080497,ORD033166,2025-01-07,S011,P026,3,171.81,0.0327,115.45
TXN077197,ORD036730,2025-01-07,S005,P003,1,94.04,0.0334,56.19
TXN070927,ORD001799,2025-01-07,S006,P013,5,127.41,0.0157,68.06
TXN011015,ORD017617,2025-01-07,S016,P011,5,228.93,0.038,151.4
TXN018693,ORD035817,2025-01-07,S011,P003,1,93.53,0.0453,56.13
TXN077741,ORD035804,2025-01-07,S008,P008,2,152.97,0.0222,109.17
TXN035180,ORD056155,2025-01-07,S006,P003,1,93.83,0.0054,55.48
TXN090774,ORD023547,2025-01-07,S007,P029,5,260.79,0.0158,160.82
TXN071074,ORD052955,2025-01-07,S023,P001,1,230.63,0.0318,153.45
TXN051733,ORD042644,2025-01-07,S011,P003,1,91.87,0.035,56.04
TXN012034,ORD017516,2025-01-07,S015,P026,4,171.66,0.0516,114.85
TXN059966,ORD001741,2025-01-07,S006,P007,1,222.43,0.0282,134.34
TXN001342,ORD001862,2025-01-07,S025,P021,2,113.57,0.0468,73.95
TXN005298,ORD026754,2025-01-07,S011,P021,1,115.8,0.0365,73.73
TXN071965,ORD026067,2025-01-07,S005,P006,1,158.65,0.0117,95.55
TXN044799,ORD061938,2025-01-07,S025,P026,4,173.29,0.0107,117.33
TXN073828,ORD063069,2025-01-07,S011,P011,2,230.41,0.0472,154.13
TXN056075,ORD023372,2025-01-07,S020,P026,2,169.74,0.0339,116.54
TXN013863,ORD021422,2025-01-07,S023,P004,2,241.62,0.0356,154.13
TXN071987,ORD016670,2025-01-07,S006,P027,2,362.4,0.017,219.91
TXN017315,ORD021399,2025-01-07,S004,P010,2,255.09,0.0251,161.94
TXN019629,ORD038279,2025-01-07,S024,P026,1,173.63,0.027,115.38
TXN077088,ORD042644,2025-01-07,S011,P017,1,47.14,0.0486,23.95
TXN085755,ORD048899,2025-01-07,S010,P013,1,128.06,0.0475,68.78
TXN013575,ORD046152,2025-01-07,S012,P011,2,227.36,0.0311,150.22
TXN021318,ORD056298,2025-01-07,S019,P026,1,172.19,0.0385,117.09
TXN047429,ORD033166,2025-01-07,S011,P011,6,227.55,0.0517,156.09
TXN098158,ORD026067,2025-01-07,S005,P029,1,260.02,0.0276,164.73
TXN099536,ORD028390,2025-01-07,S011,P017,2,46.85,0.0192,24.23
TXN063054,ORD052368,2025-01-07,S007,P030,2,160.65,0.0106,108.17
TXN090975,ORD028403,2025-01-07,S017,P016,1,146.31,0.019,65.74
TXN051734,ORD030874,2025-01-07,S025,P017,1,48.41,0.0114,24.57
TXN092477,ORD049467,2025-01-07,S010,P018,5,57.24,0.0757,30.06
TXN004754,ORD042187,2025-01-07,S018,P017,1,47.86,0.0412,24.18
TXN035906,ORD029005,2025-01-07,S020,P015,2,62.71,0.0293,29.53
TXN026479,ORD018801,2025-01-07,S006,P011,1,228.35,0.0801,156.67
TXN097866,ORD054611,2025-01-07,S005,P026,2,171.87,0.0199,116.51
TXN094511,ORD005404,2025-01-07,S025,P026,1,171.42,0.073,118.47
TXN035519,ORD030618,2025-01-07,S011,P022,1,139.5,0.0277,98.51
TXN042630,ORD012750,2025-01-07,S019,P012,4,301.43,0.0415,181.61
TXN092598,ORD008759,2025-01-07,S011,P001,3,235.94,0.0104,157.06
TXN033933,ORD012750,2025-01-07,S019,P004,1,245.85,0.0369,157.85
TXN036394,ORD004171,2025-01-07,S011,P015,1,61.98,0.0544,30.59
TXN011846,ORD001294,2025-01-07,S020,P006,1,160.88,0.0704,96.81
TXN081094,ORD054873,2025-01-07,S024,P006,3,161.78,0.024,97.95
TXN083367,ORD019911,2025-01-07,S006,P004,2,248.49,0.0057,152.46
TXN024874,ORD018575,2025-01-07,S025,P004,1,251.44,0.0369,153.46
TXN098163,ORD030618,2025-01-07,S011,P026,1,173.27,0.0575,118.51
TXN021953,ORD030156,2025-01-07,S007,P026,1,173.12,0.0704,116.23
TXN043367,ORD054596,2025-01-07,S001,P016,1,147.0,0.0518,68.09
TXN086003,ORD053015,2025-01-07,S014,P029,3,260.71,0.0449,161.9
TXN076414,ORD003635,2025-01-07,S016,P021,1,113.34,0.0628,76.07
TXN044836,ORD043311,2025-01-07,S006,P012,1,304.74,0.0353,182.33
TXN017354,ORD014664,2025-01-07,S005,P027,4,355.36,0.0688,215.08
TXN083207,ORD010255,2025-01-07,S008,P006,2,158.46,0.0162,96.54
TXN006538,ORD019491,2025-01-07,S010,P028,1,342.17,0.0469,203.2
TXN009024,ORD033166,2025-01-07,S011,P012,1,302.14,0.0258,182.56
TXN059743,ORD054596,2025-01-07,S001,P030,4,159.35,0.0146,105.59
TXN046454,ORD051769,2025-01-07,S016,P022,1,140.69,0.0255,99.13
TXN080885,ORD026067,2025-01-07,S005,P021,2,111.82,0.0577,74.85
TXN071435,ORD050459,2025-01-07,S004,P017,4,47.2,0.0345,23.06
TXN025661,ORD029005,2025-01-07,S020,P004,3,245.59,0.0206,148.5
TXN062523,ORD046138,2025-01-07,S003,P014,2,89.54,0.0566,49.69
TXN065090,ORD048899,2025-01-07,S010,P020,1,41.98,0.0179,19.69
TXN014952,ORD011402,2025-01-07,S008,P011,1,224.17,0.0324,153.83
TXN078224,ORD039438,2025-01-07,S002,P026,2,171.86,0.0477,117.36
TXN092347,ORD049467,2025-01-07,S010,P002,2,266.65,0.0146,166.95
TXN031665,ORD006572,2025-01-07,S021,P012,2,302.95,0.0309,182.97
TXN034745,ORD054515,2025-01-07,S006,P021,2,113.75,0.0799,72.61
TXN038538,ORD029943,2025-01-07,S023,P029,1,256.8,0.0595,159.44
TXN073294,ORD021802,2025-01-07,S024,P021,1,114.22,0.016,75.57
TXN094600,ORD049467,2025-01-07,S010,P012,1,309.21,0.0495,186.4
TXN052465,ORD052955,2025-01-07,S023,P022,2,138.21,0.0399,99.33
TXN023171,ORD008134,2025-01-07,S023,P004,1,245.85,0.0281,155.31
TXN094185,ORD063712,2025-01-07,S023,P023,2,168.14,0.0292,110.67
TXN054671,ORD049467,2025-01-07,S010,P006,1,163.44,0.041,97.51
TXN050435,ORD051270,2025-01-07,S004,P026,1,171.09,0.0411,118.55
TXN087029,ORD030618,2025-01-07,S011,P017,1,46.72,0.0674,24.01
TXN031305,ORD049467,2025-01-07,S010,P014,1,88.56,0.022,51.0
TXN087034,ORD001294,2025-01-07,S020,P012,2,301.36,0.0121,183.52
TXN012271,ORD056298,2025-01-07,S019,P009,3,172.09,0.0353,123.54
TXN026237,ORD041260,2025-01-07,S005,P011,1,229.14,0.0178,152.08
TXN046345,ORD056155,2025-01-07,S006,P009,1,178.61,0.0418,126.15
TXN073049,ORD024838,2025-01-07,S011,P004,1,247.41,0.0479,153.48
TXN071723,ORD059870,2025-01-07,S005,P004,2,244.1,0.0484,153.16
TXN071546,ORD051769,2025-01-07,S016,P021,3,111.7,0.0352,75.61
TXN009299,ORD057003,2025-01-07,S007,P022,1,140.11,0.0425,96.76
TXN080234,ORD031752,2025-01-07,S016,P010,2,258.4,0.0414,170.25
TXN031408,ORD056298,2025-01-07,S019,P026,1,173.93,0.0377,117.81
TXN025204,ORD060020,2025-01-07,S001,P021,3,112.18,0.0504,74.6
TXN095487,ORD044977,2025-01-07,S001,P029,1,259.14,0.0406,162.55
TXN077881,ORD028390,2025-01-07,S011,P023,2,164.22,0.0243,106.8
TXN034801,ORD028403,2025-01-07,S017,P016,1,146.88,0.0656,67.96
TXN065786,ORD019911,2025-01-07,S006,P030,2,160.24,0.0265,106.24
TXN097166,ORD024838,2025-01-07,S011,P009,4,174.98,0.0327,122.82
TXN080725,ORD017404,2025-01-07,S023,P022,4,138.96,0.0321,96.59
TXN081681,ORD026253,2025-01-07,S021,P006,1,156.04,0.0255,95.95
TXN081376,ORD021870,2025-01-07,S011,P027,1,353.45,0.049,224.58
TXN045334,ORD042905,2025-01-07,S017,P026,1,175.55,0.0362,115.4
TXN036543,ORD018140,2025-01-07,S017,P025,3,301.81,0.0292,202.53
TXN066909,ORD047575,2025-01-07,S012,P030,1,158.49,0.0457,105.52
TXN098046,ORD033689,2025-01-07,S005,P030,1,157.65,0.0263,105.2
TXN064255,ORD044977,2025-01-07,S001,P008,1,155.4,0.018,110.54
TXN059636,ORD024420,2025-01-07,S017,P010,2,252.12,0.0428,162.14
TXN052751,ORD025708,2025-01-07,S017,P026,1,170.48,0.0443,118.71
TXN098261,ORD053015,2025-01-07,S014,P016,1,145.51,0.0562,67.13
TXN029454,ORD006494,2025-01-07,S016,P022,1,137.56,0.075,94.33
TXN093752,ORD040900,2025-01-07,S020,P016,2,148.65,0.0221,68.32
TXN087671,ORD061852,2025-01-07,S010,P006,1,158.8,0.0431,95.64
TXN021691,ORD026065,2025-01-07,S012,P001,2,233.53,0.0632,152.48
TXN037577,ORD020517,2025-01-07,S023,P003,3,93.27,0.0437,54.77
TXN059402,ORD011402,2025-01-07,S008,P011,1,230.37,0.018,152.88
TXN095252,ORD011477,2025-01-07,S024,P029,5,257.83,0.0227,155.28
TXN093907,ORD020386,2025-01-07,S005,P023,2,162.79,0.0193,108.66
TXN071204,ORD050160,2025-01-07,S025,P017,4,47.87,0.0245,24.03
TXN078286,ORD054611,2025-01-07,S005,P025,2,301.8,0.0171,205.47
TXN098947,ORD060020,2025-01-07,S001,P017,3,48.63,0.0553,23.54
TXN007514,ORD017516,2025-01-07,S015,P002,5,268.79,0.028,165.81
TXN067155,ORD042644,2025-01-07,S011,P006,2,161.76,0.0317,96.67
TXN035210,ORD001741,2025-01-07,S006,P018,3,56.42,0.0092,30.66
TXN088627,ORD030618,2025-01-07,S011,P007,4,221.51,0.046,135.03
TXN073232,ORD017404,2025-01-07,S023,P026,1,171.3,0.0911,114.43
TXN040135,ORD047575,2025-01-07,S012,P003,3,94.16,0.0234,56.3
TXN001556,ORD060127,2025-01-07,S005,P010,2,257.11,0.0267,161.91
TXN095099,ORD054108,2025-01-07,S024,P023,1,165.7,0.0358,109.9
TXN036313,ORD035804,2025-01-07,S008,P015,2,61.53,0.0382,30.64
TXN039119,ORD018790,2025-01-07,S024,P016,2,147.22,0.0216,67.28
TXN096855,ORD021802,2025-01-07,S024,P009,3,174.57,0.0482,127.66
TXN012441,ORD001373,2025-01-08,S011,P030,5,160.56,0.0652,107.87
TXN041918,ORD000405,2025-01-08,S023,P001,1,234.27,0.0504,155.85
TXN086980,ORD046248,2025-01-08,S001,P001,1,239.15,0.0283,156.35
TXN026543,ORD062438,2025-01-08,S006,P023,2,163.89,0.0201,109.97
TXN018569,ORD057298,2025-01-08,S004,P005,2,92.66,0.0341,60.54
TXN024757,ORD001032,2025-01-08,S020,P021,2,112.81,0.0186,74.85
TXN038712,ORD036398,2025-01-08,S015,P028,2,341.53,0.0258,204.59
TXN017252,ORD057298,2025-01-08,S004,P013,2,125.55,0.0437,67.93
TXN035405,ORD035232,2025-01-08,S005,P003,2,93.34,0.0183,55.46
TXN035885,ORD016258,2025-01-08,S022,P004,2,247.91,0.0615,156.72
TXN013454,ORD044934,2025-01-08,S023,P030,4,158.75,0.0481,107.34
TXN080597,ORD036780,2025-01-08,S008,P017,1,47.01,0.082,24.67
TXN036505,ORD022948,2025-01-08,S005,P003,3,94.24,0.042,55.78
TXN036535,ORD034760,2025-01-08,S009,P019,4,32.24,0.0514,15.85
TXN016581,ORD004047,2025-01-08,S012,P024,3,99.04,0.0462,69.43
TXN012188,ORD023120,2025-01-08,S014,P001,5,235.99,0.043,155.63
TXN087003,ORD057472,2025-01-08,S016,P015,1,61.29,0.022,30.22
TXN082958,ORD016258,2025-01-08,S022,P013,2,127.97,0.0479,73.29
TXN024448,ORD021453,2025-01-08,S021,P027,2,362.41,0.0036,218.7
TXN069763,ORD000514,2025-01-08,S018,P011,2,225.48,0.0363,150.45
TXN062205,ORD063909,2025-01-08,S015,P009,4,172.59,0.0155,126.16
TXN022541,ORD000405,2025-01-08,S023,P015,2,62.57,0.0578,29.81
TXN046006,ORD046248,2025-01-08,S001,P013,1,126.32,0.0537,69.18
TXN087398,ORD001727,2025-01-08,S020,P025,3,299.65,0.0267,205.39
TXN043041,ORD032087,2025-01-08,S012,P021,2,112.12,0.0202,74.9
TXN047763,ORD025470,2025-01-08,S006,P029,1,256.51,0.0091,160.36
TXN072575,ORD024826,2025-01-08,S025,P017,3,48.03,0.0475,23.38
TXN007120,ORD034613,2025-01-08,S016,P017,2,46.19,0.0394,24.5
TXN028232,ORD009955,2025-01-08,S008,P025,1,299.89,0.0557,200.04
TXN077244,ORD031438,2025-01-08,S001,P027,4,355.39,0.0631,222.12
TXN086355,ORD034706,2025-01-08,S016,P016,3,142.85,0.0175,66.49
TXN028237,ORD030006,2025-01-08,S022,P016,2,148.03,0.0254,68.49
TXN035912,ORD003068,2025-01-08,S011,P015,1,60.0,0.0365,30.74
TXN030538,ORD013925,2025-01-08,S012,P009,2,172.83,0.0286,122.71
TXN057426,ORD006760,2025-01-08,S014,P017,2,47.55,0.0283,23.72
TXN005999,ORD013738,2025-01-08,S022,P021,3,111.91,0.0475,75.53
TXN012289,ORD035232,2025-01-08,S005,P017,1,47.58,0.0371,23.91
TXN050027,ORD022962,2025-01-08,S024,P006,4,163.36,0.0423,96.37
TXN098224,ORD050357,2025-01-08,S023,P002,3,264.08,0.038,166.0
TXN039856,ORD061616,2025-01-08,S012,P022,1,138.75,0.0233,99.94
TXN026524,ORD008601,2025-01-08,S022,P030,3,157.98,0.0416,105.93
TXN032573,ORD046451,2025-01-08,S004,P012,1,303.78,0.0311,175.7
TXN072487,ORD025864,2025-01-08,S013,P025,2,307.51,0.0458,194.02
TXN003882,ORD009760,2025-01-08,S025,P002,3,265.47,0.0466,170.59
TXN094964,ORD022432,2025-01-08,S005,P025,2,300.74,0.0242,207.74
TXN004947,ORD008601,2025-01-08,S022,P021,2,113.2,0.0513,73.83
TXN053037,ORD039929,2025-01-08,S005,P006,2,161.14,0.0128,96.25
TXN069687,ORD064049,2025-01-08,S012,P009,4,172.4,0.0158,125.16
TXN083053,ORD033664,2025-01-08,S011,P005,2,90.62,0.0316,61.23
TXN083296,ORD015166,2025-01-08,S016,P028,1,342.49,0.0656,203.53
TXN078939,ORD008601,2025-01-08,S022,P029,4,255.55,0.0249,157.14
TXN036485,ORD007108,2025-01-08,S004,P017,6,48.15,0.0708,23.71
TXN061581,ORD011832,2025-01-08,S007,P003,1,92.73,0.062,56.57
TXN088879,ORD062982,2025-01-08,S001,P030,1,163.01,0.0653,106.66
TXN034722,ORD039980,2025-01-08,S022,P002,1,263.93,0.0547,166.81
TXN057175,ORD010582,2025-01-08,S003,P004,1,248.21,0.0626,153.92
TXN071868,ORD047064,2025-01-08,S001,P005,2,90.62,0.021,61.73
TXN029709,ORD060655,2025-01-08,S011,P014,1,89.68,0.0938,51.41
TXN010095,ORD007108,2025-01-08,S004,P029,3,256.92,0.0364,160.11
TXN035562,ORD019221,2025-01-08,S010,P009,1,172.62,0.044,123.14
TXN009767,ORD032014,2025-01-08,S024,P026,1,175.88,0.0628,116.98
TXN097758,ORD059044,2025-01-08,S015,P008,1,151.98,0.0279,108.09
TXN018684,ORD048458,2025-01-08,S014,P021,2,114.1,0.0544,73.31
TXN066461,ORD043224,2025-01-08,S008,P030,6,158.11,0.0404,104.77
TXN018672,ORD055982,2025-01-08,S005,P027,3,352.21,0.0247,219.19
TXN061061,ORD000405,2025-01-08,S023,P013,1,127.37,0.0238,69.35
TXN073792,ORD030362,2025-01-08,S003,P027,4,358.88,0.0481,216.42
TXN015515,ORD044823,2025-01-08,S001,P021,2,112.84,0.0253,75.8
TXN014254,ORD013838,2025-01-08,S020,P024,2,101.31,0.0077,70.69
TXN061456,ORD004047,2025-01-08,S012,P016,5,146.08,0.0279,68.32
TXN097956,ORD012422,2025-01-08,S011,P017,3,48.5,0.0336,24.1
TXN054884,ORD035387,2025-01-08,S001,P005,2,92.97,0.0231,60.76
TXN039025,ORD007152,2025-01-08,S016,P017,2,47.67,0.0481,23.93
TXN042246,ORD036780,2025-01-08,S008,P004,1,250.44,0.057,154.22
TXN046949,ORD025470,2025-01-08,S006,P001,3,230.51,0.0474,155.48
TXN064786,ORD060655,2025-01-08,S011,P029,6,260.32,0.0564,158.63
TXN009922,ORD017504,2025-01-08,S004,P012,2,300.52,0.0266,181.31
TXN084162,ORD047429,2025-01-08,S004,P013,3,128.24,0.0505,69.23
TXN091819,ORD000514,2025-01-08,S018,P017,2,48.05,0.0511,23.94
TXN050396,ORD025864,2025-01-08,S013,P020,5,42.42,0.0667,20.54
TXN076595,ORD060184,2025-01-08,S023,P030,2,160.84,0.0453,106.02
TXN039039,ORD032087,2025-01-08,S012,P027,1,356.3,0.0426,208.85
TXN015624,ORD007152,2025-01-08,S016,P005,1,92.66,0.0237,61.21
TXN097405,ORD063909,2025-01-08,S015,P012,3,307.09,0.022,184.24
TXN025187,ORD019955,2025-01-08,S008,P009,6,171.7,0.0416,123.0
TXN052336,ORD019092,2025-01-08,S008,P010,1,255.83,0.0293,165.42
TXN047294,ORD036780,2025-01-08,S008,P026,1,172.42,0.0304,116.15
TXN007676,ORD015166,2025-01-08,S016,P026,2,170.22,0.0718,116.39
TXN054981,ORD009087,2025-01-08,S023,P007,2,219.67,0.0574,138.29
TXN057064,ORD030362,2025-01-08,S003,P013,1,128.79,0.033,68.15
TXN078572,ORD045615,2025-01-08,S020,P016,2,143.09,0.0075,67.06
TXN080364,ORD016214,2025-01-08,S010,P030,1,161.35,0.0797,103.73
TXN014150,ORD010582,2025-01-08,S003,P003,2,93.02,0.0239,56.45
TXN079468,ORD036398,2025-01-08,S015,P003,2,93.59,0.0249,56.63
TXN042957,ORD033664,2025-01-08,S011,P021,1,111.32,0.0204,73.08
TXN095228,ORD006760,2025-01-08,S014,P011,1,229.38,0.017,153.23
TXN074780,ORD033664,2025-01-08,S011,P016,1,147.39,0.0297,67.23
TXN073494,ORD045615,2025-01-08,S020,P022,2,143.01,0.0184,97.35
TXN029037,ORD001553,2025-01-08,S021,P003,3,92.59,0.0449,55.55
TXN024850,ORD032014,2025-01-08,S024,P020,1,42.15,0.0778,20.32
TXN081986,ORD010708,2025-01-08,S012,P029,1,255.66,0.0578,161.28
TXN042132,ORD040206,2025-01-08,S008,P003,6,93.87,0.0467,56.34
TXN068315,ORD009955,2025-01-08,S008,P030,6,158.86,0.0267,107.67
TXN015322,ORD031841,2025-01-08,S024,P004,1,246.73,0.0332,149.34
TXN019526,ORD019642,2025-01-08,S018,P003,1,92.29,0.0594,56.85
TXN036333,ORD020928,2025-01-08,S005,P019,1,32.4,0.0229,15.51
TXN037005,ORD013925,2025-01-08,S012,P006,1,163.19,0.0284,94.99
TXN089127,ORD038815,2025-01-08,S016,P003,2,93.09,0.0455,55.79
TXN054102,ORD031841,2025-01-08,S024,P011,1,231.1,0.0185,156.27
TXN081892,ORD001032,2025-01-08,S020,P011,1,231.07,0.0259,154.46
TXN004691,ORD022948,2025-01-08,S005,P012,1,303.47,0.0286,181.54
TXN006254,ORD017504,2025-01-08,S004,P025,5,303.11,0.0654,197.82
TXN073812,ORD060184,2025-01-08,S023,P011,2,229.96,0.0303,147.27
TXN036443,ORD022432,2025-01-08,S005,P004,3,245.52,0.0324,153.55
TXN088034,ORD006472,2025-01-08,S010,P029,1,254.79,0.0332,160.43
TXN010486,ORD016214,2025-01-08,S010,P012,1,304.86,0.0483,177.88
TXN005815,ORD022432,2025-01-08,S005,P004,1,252.35,0.0419,147.68
TXN078075,ORD007108,2025-01-08,S004,P022,3,140.44,0.0632,101.79
TXN053984,ORD060655,2025-01-08,S011,P022,1,138.81,0.0284,98.44
TXN048183,ORD021816,2025-01-09,S016,P024,4,99.74,0.0318,71.33
TXN071465,ORD063176,2025-01-09,S025,P021,4,113.37,0.0219,74.85
TXN015362,ORD048368,2025-01-09,S001,P016,4,148.08,0.0549,65.64
TXN022371,ORD052461,2025-01-09,S001,P020,2,42.4,0.0206,19.54
TXN018910,ORD039574,2025-01-09,S005,P015,1,62.79,0.074,30.41
TXN028334,ORD050131,2025-01-09,S016,P011,2,226.92,0.0408,158.44
TXN031270,ORD044060,2025-01-09,S002,P028,1,338.49,0.0377,203.72
TXN035276,ORD008867,2025-01-09,S023,P016,2,146.84,0.0616,66.44
TXN075226,ORD020534,2025-01-09,S017,P016,1,145.88,0.0506,65.36
TXN056855,ORD013687,2025-01-09,S016,P021,1,113.45,0.0346,74.2
TXN071651,ORD062924,2025-01-09,S024,P021,1,113.02,0.0424,75.77
TXN007735,ORD009189,2025-01-09,S015,P005,5,89.75,0.043,59.82
TXN041288,ORD024277,2025-01-09,S020,P023,1,168.34,0.0351,112.9
TXN034279,ORD035314,2025-01-09,S023,P001,3,232.95,0.0688,154.63
TXN086751,ORD020329,2025-01-09,S010,P021,1,113.17,0.0195,77.44
TXN065171,ORD033006,2025-01-09,S011,P012,1,305.39,0.0304,186.99
TXN039686,ORD025704,2025-01-09,S006,P010,5,255.46,0.0454,165.05
TXN037089,ORD050905,2025-01-09,S003,P021,1,113.46,0.0465,77.79
TXN080171,ORD004301,2025-01-09,S025,P004,2,251.06,0.022,157.24
TXN045113,ORD041814,2025-01-09,S003,P005,1,91.61,0.0253,62.3
TXN002742,ORD044779,2025-01-09,S003,P020,5,42.74,0.0889,20.46
TXN068020,ORD028795,2025-01-09,S011,P016,1,147.38,0.0228,67.6
TXN009088,ORD008440,2025-01-09,S004,P016,1,145.06,0.0582,66.69
TXN083957,ORD026959,2025-01-09,S020,P003,1,94.51,0.0313,56.77
TXN009081,ORD034510,2025-01-09,S004,P017,1,47.3,0.0584,24.21
TXN012703,ORD031451,2025-01-09,S023,P024,1,100.91,0.0304,70.32
TXN090540,ORD028977,2025-01-09,S012,P012,5,305.34,0.0213,184.71
TXN015284,ORD055520,2025-01-09,S007,P004,1,241.49,0.0472,151.94
TXN007639,ORD005680,2025-01-09,S016,P027,4,352.27,0.0316,229.71
TXN086619,ORD008440,2025-01-09,S004,P027,1,355.3,0.0416,218.52
TXN090550,ORD011142,2025-01-09,S005,P007,2,217.85,0.0478,135.86
TXN072288,ORD049765,2025-01-09,S023,P001,2,232.94,0.0373,156.16
TXN044545,ORD032980,2025-01-09,S011,P029,1,272.27,0.0649,163.42
TXN048210,ORD061451,2025-01-09,S008,P009,2,175.57,0.046,122.37
TXN037334,ORD061451,2025-01-09,S008,P012,1,306.87,0.0304,186.76
TXN059466,ORD006709,2025-01-09,S008,P029,1,261.15,0.0142,161.57
TXN040242,ORD002167,2025-01-09,S014,P022,1,137.7,0.04,97.12
TXN085841,ORD036838,2025-01-09,S022,P024,1,102.05,0.0279,72.25
TXN083584,ORD004301,2025-01-09,S025,P025,1,292.85,0.0387,195.63
TXN005143,ORD058748,2025-01-09,S003,P012,2,298.56,0.0097,187.21
TXN037232,ORD008509,2025-01-09,S021,P023,1,163.75,0.0475,109.13
TXN083012,ORD008440,2025-01-09,S004,P017,1,47.44,0.0564,23.32
TXN061063,ORD041276,2025-01-09,S004,P016,4,146.32,0.0306,68.76
TXN052096,ORD041276,2025-01-09,S004,P022,2,137.57,0.0794,98.78
TXN076926,ORD056246,2025-01-09,S011,P008,2,154.77,0.0649,106.5
TXN095401,ORD004076,2025-01-09,S024,P011,1,224.84,0.0653,150.09
TXN075387,ORD016354,2025-01-09,S012,P010,1,255.23,0.0406,166.04
TXN042442,ORD061161,2025-01-09,S003,P021,1,113.27,0.0085,75.92
TXN092589,ORD045127,2025-01-09,S002,P017,2,47.16,0.058,24.27
TXN049112,ORD009189,2025-01-09,S015,P016,1,147.25,0.0385,66.7
TXN083317,ORD004938,2025-01-09,S006,P022,2,136.34,0.0234,101.86
TXN051828,ORD036102,2025-01-09,S002,P026,1,172.12,0.0109,119.15
TXN007308,ORD006901,2025-01-09,S013,P030,1,160.12,0.0465,108.72
TXN047995,ORD008509,2025-01-09,S021,P016,1,147.3,0.0331,68.31
TXN096702,ORD030066,2025-01-09,S007,P030,3,158.25,0.0162,106.39
TXN090954,ORD008509,2025-01-09,S021,P027,1,362.1,0.0133,211.75
TXN085564,ORD018201,2025-01-09,S016,P002,1,268.1,0.0665,170.22
